"journal","n","journal_match_text.x","Rank","Sourceid","Title","Type","Issn","SJR","SJR Best Quartile","H index","Total Docs. (2023)","Total Docs. (3years)","Total Refs.","Total Cites (3years)","Citable Docs. (3years)","Cites / Doc. (2years)","Ref. / Doc.","%Female","Overton","SDG","Country","Region","Publisher","Coverage","Categories","Areas","journal_match_text.y","match_fit"
"2018 International Seminar on Research of Information Technology and Intelligent Systems (ISRITI)",1,"2018 international seminar on research of information technology and intelligent systems isriti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 International Symposium on Computers in Education (SIIE)",2,"2018 international symposium on computers in education siie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 International Symposium on Educational Technology (ISET)",2,"2018 international symposium on educational technology iset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 International Symposium on Fundamentals of Electrical Engineering (ISFEE)",1,"2018 international symposium on fundamentals of electrical engineering isfee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 International Symposium on Power Electronics, Electrical Drives, Automation and Motion (SPEEDAM)",1,"2018 international symposium on power electronics electrical drives automation and motion speedam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 International Workshop on Advanced Image Technology (IWAIT)",1,"2018 international workshop on advanced image technology iwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 International Workshop on Blockchain Oriented Software Engineering (IWBOSE)",1,"2018 international workshop on blockchain oriented software engineering iwbose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 International Workshop on Cyber-physical Systems for Smart Water Networks (CySWater)",1,"2018 international workshop on cyberphysical systems for smart water networks cyswater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Joint Conference - Acoustics",1,"2018 joint conference acoustics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Learning With MOOCS (LWMOOCS)",2,"2018 learning with moocs lwmoocs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Medical Technologies National Congress (TIPTEKNO)",1,"2018 medical technologies national congress tiptekno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Moratuwa Engineering Research Conference (MERCon)",3,"2018 moratuwa engineering research conference mercon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Open Innovations Conference (OI)",3,"2018 open innovations conference oi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Optical Fiber Communications Conference and Exposition (OFC)",1,"2018 optical fiber communications conference and exposition ofc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Portland International Conference on Management of Engineering and Technology (PICMET)",1,"2018 portland international conference on management of engineering and technology picmet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Power Systems Computation Conference (PSCC)",1,"2018 power systems computation conference pscc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Second International Conference on Advances in Electronics, Computers and Communications (ICAECC)",1,"2018 second international conference on advances in electronics computers and communications icaecc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Second International Conference on Computing Methodologies and Communication (ICCMC)",1,"2018 second international conference on computing methodologies and communication iccmc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Second International Conference on Electronics, Communication and Aerospace Technology (ICECA)",2,"2018 second international conference on electronics communication and aerospace technology iceca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Second International Conference on Green Computing and Internet of Things (ICGCIoT)",1,"2018 second international conference on green computing and internet of things icgciot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Second International Conference on Inventive Communication and Computational Technologies (ICICCT)",3,"2018 second international conference on inventive communication and computational technologies icicct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Seventh ICT International Student Project Conference (ICT-ISPC)",2,"2018 seventh ict international student project conference ictispc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Seventh International Conference of Educational Innovation through Technology (EITT)",2,"2018 seventh international conference of educational innovation through technology eitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Smart City Symposium Prague (SCSP)",1,"2018 smart city symposium prague scsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Third International Conference on Human Factors in Complex Technical Systems and Environments (ERGO)s and Environments (ERGO)",3,"2018 third international conference on human factors in complex technical systems and environments ergos and environments ergo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Third International Conference on Informatics and Computing (ICIC)",4,"2018 third international conference on informatics and computing icic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 UKSim-AMSS 20th International Conference on Computer Modelling and Simulation (UKSim)",1,"2018 uksimamss 20th international conference on computer modelling and simulation uksim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 Ural Symposium on Biomedical Engineering, Radioelectronics and Information Technology (USBEREIT)",2,"2018 ural symposium on biomedical engineering radioelectronics and information technology usbereit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 World Engineering Education Forum - Global Engineering Deans Council (WEEF-GEDC)",3,"2018 world engineering education forum global engineering deans council weefgedc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 XI International Science-Technical Conference Automotive Safety",1,"2018 xi international sciencetechnical conference automotive safety",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 XIV International Scientific-Technical Conference on Actual Problems of Electronics Instrument Engineering (APEIE)",1,"2018 xiv international scientifictechnical conference on actual problems of electronics instrument engineering apeie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 XIV-th International Conference on Perspective Technologies and Methods in MEMS Design (MEMSTECH)",1,"2018 xivth international conference on perspective technologies and methods in mems design memstech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2018 XVII Russian Scientific and Practical Conference on Planning and Teaching Engineering Staff for the Industrial and Economic Complex of the Region (PTES)",9,"2018 xvii russian scientific and practical conference on planning and teaching engineering staff for industrial and economic complex of region ptes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 10th International Conference on Computing, Communication and Networking Technologies (ICCCNT)",3,"2019 10th international conference on computing communication and networking technologies icccnt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 10th International Conference on Information Technology in Medicine and Education (ITME)",7,"2019 10th international conference on information technology in medicine and education itme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 10th International Conference on Information, Intelligence, Systems and Applications (IISA)",1,"2019 10th international conference on information intelligence systems and applications iisa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 11th International Symposium on Advanced Topics in Electrical Engineering (ATEE)",1,"2019 11th international symposium on advanced topics in electrical engineering atee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 12th Biomedical Engineering International Conference (BMEiCON)",2,"2019 12th biomedical engineering international conference bmeicon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 12th CMI Conference on Cybersecurity and Privacy (CMI)",1,"2019 12th cmi conference on cybersecurity and privacy cmi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 12th International Conference on Intelligent Computation Technology and Automation (ICICTA)",1,"2019 12th international conference on intelligent computation technology and automation icicta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 12th International Conference on Measurement",2,"2019 12th international conference on measurement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 14th IEEE Conference on Industrial Electronics and Applications (ICIEA)",1,"2019 14th ieee conference on industrial electronics and applications iciea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 14th IEEE International Conference on Automatic Face & Gesture Recognition (FG 2019)",2,"2019 14th ieee international conference on automatic face gesture recognition fg 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 15th Iran International Industrial Engineering Conference (IIIEC)",1,"2019 15th iran international industrial engineering conference iiiec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 16th International Conference on the European Energy Market (EEM)",19,"2019 16th international conference on european energy market eem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 16th International Joint Conference on Computer Science and Software Engineering (JCSSE)",1,"2019 16th international joint conference on computer science and software engineering jcsse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 18th RoEduNet Conference: Networking in Education and Research (RoEduNet)",1,"2019 18th roedunet conference networking in education and research roedunet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 1st International Conference on Advances in Information Technology (ICAIT)",1,"2019 1st international conference on advances in information technology icait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 1st International Conference on Advances in Science, Engineering and Robotics Technology (ICASERT)",1,"2019 1st international conference on advances in science engineering and robotics technology icasert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 1st International Conference on Cybernetics and Intelligent System (ICORIS)",1,"2019 1st international conference on cybernetics and intelligent system icoris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 1st International Conference on Smart Systems and Data Science (ICSSD)",2,"2019 1st international conference on smart systems and data science icssd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 1st International Informatics and Software Engineering Conference (UBMYK)",1,"2019 1st international informatics and software engineering conference ubmyk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 22nd International Multitopic Conference (INMIC)",1,"2019 22nd international multitopic conference inmic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 23rd International Computer Science and Engineering Conference (ICSEC)",1,"2019 23rd international computer science and engineering conference icsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 24th Conference of Open Innovations Association (FRUCT)",1,"2019 24th conference of open innovations association fruct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 27th Telecommunications Forum (TELFOR)",1,"2019 27th telecommunications forum telfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 29th Annual Conference of the European Association for Education in Electrical and Information Engineering (EAEEIE)",1,"2019 29th annual conference of european association for education in electrical and information engineering eaeeie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 2nd Asia Conference on Energy and Environment Engineering (ACEEE)",1,"2019 2nd asia conference on energy and environment engineering aceee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 2nd International Conference of the IEEE Nigeria Computer Chapter (NigeriaComputConf)",2,"2019 2nd international conference of ieee nigeria computer chapter nigeriacomputconf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 2nd International Conference on Applied Information Technology and Innovation (ICAITI)",2,"2019 2nd international conference on applied information technology and innovation icaiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 2nd International Conference on Artificial Intelligence and Big Data (ICAIBD)",1,"2019 2nd international conference on artificial intelligence and big data icaibd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 2nd International Conference on Communication Engineering and Technology (ICCET)",1,"2019 2nd international conference on communication engineering and technology iccet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 2nd International Conference on Computer Applications & Information Security (ICCAIS)",3,"2019 2nd international conference on computer applications information security iccais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 2nd International Conference on High Voltage Engineering and Power Systems (ICHVEPS)",1,"2019 2nd international conference on high voltage engineering and power systems ichveps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 2nd International Conference on Intelligent Communication and Computational Techniques (ICCT)",1,"2019 2nd international conference on intelligent communication and computational techniques icct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 34rd Youth Academic Annual Conference of Chinese Association of Automation (YAC)",2,"2019 34rd youth academic annual conference of chinese association of automation yac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 34th International Technical Conference on Circuits/Systems, Computers and Communications (ITC-CSCC)",1,"2019 34th international technical conference on circuitssystems computers and communications itccscc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 3rd International Conference on Electronics, Materials Engineering & Nano-Technology (IEMENTech)",1,"2019 3rd international conference on electronics materials engineering nanotechnology iementech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 3rd International Conference on Informatics and Computational Sciences (ICICoS)",4,"2019 3rd international conference on informatics and computational sciences icicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 3rd International Symposium on Multidisciplinary Studies and Innovative Technologies (ISMSIT)",2,"2019 3rd international symposium on multidisciplinary studies and innovative technologies ismsit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 3rd International conference on Electronics, Communication and Aerospace Technology (ICECA)",1,"2019 3rd international conference on electronics communication and aerospace technology iceca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 41st Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)",186,"2019 41st annual international conference of ieee engineering in medicine and biology society embc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 4th Asia-Pacific Conference on Intelligent Robot Systems (ACIRS)",1,"2019 4th asiapacific conference on intelligent robot systems acirs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 4th International Conference on Electromechanical Control Technology and Transportation (ICECTT)",1,"2019 4th international conference on electromechanical control technology and transportation icectt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 4th International Conference on Emerging Trends in Engineering, Sciences and Technology (ICEEST)",2,"2019 4th international conference on emerging trends in engineering sciences and technology iceest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 4th International Conference on Information Systems Engineering (ICISE)",1,"2019 4th international conference on information systems engineering icise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 4th International Conference on Information Technology, Information Systems and Electrical Engineering (ICITISEE)",1,"2019 4th international conference on information technology information systems and electrical engineering icitisee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 4th International Conference on Intelligent Transportation Engineering (ICITE)",1,"2019 4th international conference on intelligent transportation engineering icite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 4th International Conference on Mechanical, Control and Computer Engineering (ICMCCE)",1,"2019 4th international conference on mechanical control and computer engineering icmcce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 4th International Conference on Smart and Sustainable Technologies (SpliTech)",3,"2019 4th international conference on smart and sustainable technologies splitech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2019 4th International Conference on System Reliability and Safety (ICSRS)",1,"2019 4th international conference on system reliability and safety icsrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
